client_id,district_id,age,gender,district_of_residence,district_inhabitant_count,district_cities_count,district_urban_inhabitant_ratio,district_average_salary,district_mun_inhabitant_count_499,district_mun_inhabitant_count_1999,district_mun_inhabitant_count_9999,district_mun_inhabitant_count_infinite,district_enterprenuer_per_1000,district_crimes_count,district_unemployment_rate,owns_account,account_id,tenure,f_statement_issuance,branch_location_id,branch_location,orders_count,insurance_payment,household_payment,lease_payment,loan_payment,disp_id,has_credit_card,transaction_count,withdraw_transactions,credit_transactions,credit_card_withdrawals,credit_in_cash,collections_from_other_banks,cash_withdrawals,remittance_to_other_banks,has_had_loan,max_loan_amount,max_loan_duration,loan_pay_success,loan_pay_failure,in_loan_debt,year_of_last_transaction,year_of_last_credit
2515,12,41,M,Pribram,107870,6,58.0,8754,84,29,6,1,137,7672,4.07,True,2074,3,monthly,12,Pribram,2,False,True,False,False,2515,False,208,139,69,0,35,0,79,60,False,0,0,False,False,False,98,98
2516,33,57,F,Decin,133777,11,84.7,8705,24,17,7,3,116,9509,6.68,True,2075,3,monthly,33,Decin,3,True,True,False,False,2516,False,234,161,73,0,1,36,65,96,False,0,0,False,False,False,98,98
2517,18,75,M,Pisek,70699,4,65.3,8968,60,13,2,1,131,3650,3.09,True,2076,3,monthly,18,Pisek,2,False,True,False,False,2517,False,153,101,52,0,1,27,56,45,False,0,0,False,False,False,98,98
2518,18,78,F,Pisek,70699,4,65.3,8968,60,13,2,1,131,3650,3.09,False,2076,3,monthly,18,Pisek,2,False,True,False,False,2518,False,153,101,52,0,1,27,56,45,False,0,0,False,False,False,98,98
2519,29,29,F,Rokycany,45714,6,55.6,8843,52,10,5,1,113,1706,3.21,True,2077,4,monthly,29,Rokycany,0,False,False,False,False,2519,False,235,116,119,0,71,0,116,0,False,0,0,False,False,False,98,98
2520,62,55,M,Uherske Hradiste,145688,5,40.7,8544,22,41,13,2,109,5625,1.5750000000000002,True,2078,6,monthly,62,Uherske Hradiste,1,False,True,False,False,2520,False,380,245,135,0,70,0,185,60,False,0,0,False,False,False,98,98
2521,55,52,F,Brno - venkov,157042,9,33.9,8743,49,70,18,0,111,7553,2.1550000000000002,True,2079,2,monthly,55,Brno - venkov,0,False,False,False,False,2521,False,72,38,34,0,18,0,38,0,False,0,0,False,False,False,98,98
2522,74,62,M,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,True,2080,2,monthly,74,Ostrava - mesto,2,False,True,False,True,2522,True,128,87,41,1,1,20,54,32,True,214596,36,False,False,False,98,98
2523,74,62,F,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,False,2080,2,monthly,74,Ostrava - mesto,2,False,True,False,True,2523,False,128,87,41,1,1,20,54,32,True,214596,36,False,False,False,98,98
2524,36,40,M,Liberec,159617,9,85.2,9198,29,19,8,1,131,11928,3.805,True,2081,2,monthly,36,Liberec,1,False,True,False,False,2524,False,95,49,46,0,10,18,36,13,False,0,0,False,False,False,98,98
2525,36,47,F,Liberec,159617,9,85.2,9198,29,19,8,1,131,11928,3.805,True,2082,6,monthly,36,Liberec,3,True,True,False,False,2525,False,435,296,139,0,76,0,129,167,False,0,0,False,False,False,98,98
2526,1,35,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,2083,3,monthly,1,Hl.m. Praha,1,False,True,False,False,2526,False,136,81,55,0,28,0,59,22,False,0,0,False,False,False,98,98
2527,44,52,F,Chrudim,105606,7,53.0,8254,77,26,7,2,97,4491,3.275,True,2084,3,monthly,44,Chrudim,1,False,True,False,False,2527,True,147,88,59,8,31,0,57,23,False,0,0,False,False,False,98,98
2528,25,22,M,Klatovy,88757,10,61.7,8554,60,33,3,2,113,4040,2.575,True,2085,2,monthly,25,Klatovy,3,True,True,False,False,2528,False,150,101,49,0,27,0,49,52,False,0,0,False,False,False,98,98
2529,70,60,M,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,True,2086,3,weekly,70,Karvina,0,False,False,False,False,2529,True,160,103,57,8,1,28,95,0,False,0,0,False,False,False,98,98
2530,8,49,M,Mlada Boleslav,112065,8,69.4,11277,95,19,7,1,127,10166,1.345,True,2087,6,weekly,7,Melnik,1,False,False,True,False,2530,False,380,211,169,0,97,0,211,0,False,0,0,False,False,False,98,98
2531,5,45,F,Kolin,95616,6,51.4,9307,65,30,4,1,118,5656,4.14,True,2088,6,monthly,4,Kladno,1,False,True,False,False,2531,False,348,194,154,0,89,0,133,61,False,0,0,False,False,False,98,98
2532,29,62,M,Rokycany,45714,6,55.6,8843,52,10,5,1,113,1706,3.21,True,2089,2,weekly,29,Rokycany,0,False,False,False,False,2532,True,115,66,49,0,28,0,66,0,False,0,0,False,False,False,98,98
2533,40,70,F,Teplice,128118,8,85.3,9317,9,16,6,3,97,13821,6.78,True,2090,3,monthly,40,Teplice,1,False,True,False,False,2533,False,102,55,47,0,1,25,34,21,False,0,0,False,False,False,98,98
2534,1,56,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,2091,3,monthly,1,Hl.m. Praha,0,False,False,False,False,2534,False,124,61,63,0,36,0,61,0,False,0,0,False,False,False,98,98
2535,1,54,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,2092,5,monthly,1,Hl.m. Praha,1,False,True,False,False,2535,False,290,165,125,0,69,0,117,48,False,0,0,False,False,False,98,98
2536,64,38,M,Zlin,197099,10,74.7,9624,29,41,10,2,145,8749,1.955,True,2093,2,monthly,64,Zlin,0,False,False,False,False,2536,True,77,40,37,1,20,0,39,0,False,0,0,False,False,False,98,98
2537,73,42,M,Opava,182027,7,56.4,8746,17,49,12,2,90,8788,3.535,True,2094,3,monthly,73,Opava,1,False,True,False,False,2537,False,128,75,53,0,1,28,52,23,False,0,0,False,False,False,98,98
2538,56,19,M,Breclav,124605,8,46.0,8772,11,42,14,1,126,6012,4.835000000000001,True,2095,4,monthly,56,Breclav,0,False,False,False,False,2538,True,172,98,74,14,38,0,84,0,False,0,0,False,False,False,98,98
2539,32,27,F,Ceska Lipa,105058,10,81.0,9272,32,19,7,2,118,8845,3.01,True,2096,4,monthly,32,Ceska Lipa,2,False,True,False,False,2539,False,274,184,90,0,48,0,109,75,False,0,0,False,False,False,98,98
2540,46,18,M,Nachod,112709,10,73.5,8369,48,20,7,3,117,5472,2.05,True,2097,2,monthly,46,Nachod,0,False,False,False,False,2540,True,80,24,56,2,41,0,22,0,False,0,0,False,False,False,98,98
2542,3,55,M,Beroun,75232,5,41.7,8980,55,26,4,1,111,5637,2.08,True,2099,6,weekly,3,Beroun,0,False,False,False,False,2542,True,393,218,175,1,103,0,217,0,False,0,0,False,False,False,98,98
2543,3,47,F,Beroun,75232,5,41.7,8980,55,26,4,1,111,5637,2.08,False,2099,6,weekly,3,Beroun,0,False,False,False,False,2543,False,393,218,175,1,103,0,217,0,False,0,0,False,False,False,98,98
2545,9,46,F,Nymburk,81344,6,55.3,8899,61,23,4,2,149,5474,3.68,True,2101,3,monthly,9,Nymburk,3,True,True,False,False,2545,False,201,128,73,0,15,29,56,72,False,0,0,False,False,False,98,98
2546,41,38,F,Usti nad Labem,118650,3,85.6,9832,8,8,5,1,114,11916,3.9000000000000004,True,2102,3,monthly,41,Usti nad Labem,2,False,True,False,False,2546,False,180,115,65,0,36,0,66,49,False,0,0,False,False,False,98,98
2547,48,46,F,Rychnov nad Kneznou,78955,9,59.0,9060,50,24,8,1,124,3372,2.11,True,2103,2,monthly,48,Rychnov nad Kneznou,2,False,True,False,False,2547,False,129,79,50,0,27,0,42,37,False,0,0,False,False,False,98,98
2548,48,46,M,Rychnov nad Kneznou,78955,9,59.0,9060,50,24,8,1,124,3372,2.11,True,2104,3,monthly,48,Rychnov nad Kneznou,1,False,True,False,False,2548,True,166,100,66,4,36,0,71,25,False,0,0,False,False,False,98,98
2549,70,76,F,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,True,2105,3,monthly,70,Karvina,1,False,True,False,False,2549,False,168,99,69,0,1,34,70,29,False,0,0,False,False,False,98,98
2550,1,23,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,2106,3,monthly,1,Hl.m. Praha,2,False,True,False,True,2550,False,185,113,72,0,37,0,70,43,True,101520,12,True,False,False,98,98
2551,70,60,F,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,True,2107,3,monthly,70,Karvina,2,False,True,False,False,2551,False,152,93,59,0,34,0,52,41,False,0,0,False,False,False,98,98
2552,74,35,F,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,True,2108,3,monthly,74,Ostrava - mesto,1,False,True,False,False,2552,False,162,99,63,0,33,0,73,26,False,0,0,False,False,False,98,98
2553,34,23,M,Chomutov,125236,5,87.7,9675,28,11,1,4,100,10513,7.055,True,2109,3,monthly,34,Chomutov,0,False,False,False,False,2553,False,88,33,55,0,22,0,33,0,False,0,0,False,False,False,98,98
2554,64,58,M,Zlin,197099,10,74.7,9624,29,41,10,2,145,8749,1.955,True,2110,6,monthly,64,Zlin,1,False,True,False,False,2554,False,320,183,137,0,1,70,117,66,False,0,0,False,False,False,98,98
2555,42,36,M,Havlickuv Brod,95907,7,59.1,8388,87,25,5,2,87,3326,2.675,True,2111,4,weekly,42,Havlickuv Brod,1,False,False,True,False,2555,True,298,166,132,8,86,0,158,0,False,0,0,False,False,False,98,98
2556,44,48,F,Chrudim,105606,7,53.0,8254,77,26,7,2,97,4491,3.275,True,2112,3,monthly,44,Chrudim,1,False,True,False,False,2556,False,167,99,68,0,39,0,74,25,False,0,0,False,False,False,98,98
2557,7,42,M,Melnik,94725,6,63.4,9920,38,28,1,3,130,9135,2.565,True,2113,3,monthly,7,Melnik,0,False,False,False,False,2557,False,126,68,58,0,30,0,68,0,False,0,0,False,False,False,98,98
2558,30,40,M,Sokolov,94812,10,81.8,9650,15,13,8,2,100,5789,3.525,True,2114,3,monthly,30,Sokolov,2,False,True,False,False,2558,False,176,113,63,0,34,0,65,48,False,0,0,False,False,False,98,98
2559,8,34,F,Mlada Boleslav,112065,8,69.4,11277,95,19,7,1,127,10166,1.345,True,2115,3,monthly,8,Mlada Boleslav,1,False,True,False,False,2559,False,108,57,51,0,1,25,36,21,False,0,0,False,False,False,98,98
2560,70,25,F,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,True,2116,3,monthly,70,Karvina,3,False,True,False,True,2560,True,224,147,77,3,45,0,76,68,True,92400,12,True,False,False,98,98
2561,48,54,M,Rychnov nad Kneznou,78955,9,59.0,9060,50,24,8,1,124,3372,2.11,True,2117,3,monthly,48,Rychnov nad Kneznou,1,False,True,False,False,2561,False,158,96,62,0,33,0,72,24,False,0,0,False,False,False,98,98
2562,42,47,M,Havlickuv Brod,95907,7,59.1,8388,87,25,5,2,87,3326,2.675,True,2118,2,monthly,42,Havlickuv Brod,1,False,True,False,False,2562,True,108,67,41,2,21,0,49,16,False,0,0,False,False,False,98,98
2563,74,28,M,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,True,2119,4,monthly,74,Ostrava - mesto,1,False,True,False,False,2563,False,213,119,94,0,55,0,84,35,False,0,0,False,False,False,98,98
2565,64,53,M,Zlin,197099,10,74.7,9624,29,41,10,2,145,8749,1.955,True,2121,5,monthly,64,Zlin,2,False,True,False,False,2565,False,309,210,99,0,50,0,121,89,False,0,0,False,False,False,98,98
2566,29,36,F,Rokycany,45714,6,55.6,8843,52,10,5,1,113,1706,3.21,True,2122,6,monthly,68,Frydek - Mistek,1,False,True,False,False,2566,False,470,279,191,0,119,0,211,68,False,0,0,False,False,False,98,98
2567,64,56,M,Zlin,197099,10,74.7,9624,29,41,10,2,145,8749,1.955,True,2123,6,monthly,64,Zlin,1,False,True,False,False,2567,False,295,168,127,0,1,65,108,60,False,0,0,False,False,False,98,98
2568,64,61,F,Zlin,197099,10,74.7,9624,29,41,10,2,145,8749,1.955,False,2123,6,monthly,64,Zlin,1,False,True,False,False,2568,False,295,168,127,0,1,65,108,60,False,0,0,False,False,False,98,98
2569,69,51,M,Jesenik,42821,3,48.4,8173,4,13,5,1,124,1358,3.505,True,2124,6,monthly,69,Jesenik,2,False,True,False,False,2569,True,476,334,142,33,72,0,170,131,False,0,0,False,False,False,98,98
2570,69,52,F,Jesenik,42821,3,48.4,8173,4,13,5,1,124,1358,3.505,False,2124,6,monthly,69,Jesenik,2,False,True,False,False,2570,False,476,334,142,33,72,0,170,131,False,0,0,False,False,False,98,98
2571,43,20,F,Hradec Kralove,161854,6,76.3,9425,73,21,6,1,125,7976,2.11,True,2125,2,weekly,43,Hradec Kralove,1,False,True,False,False,2571,False,75,42,33,0,19,0,32,10,False,0,0,False,False,False,98,98
2572,1,46,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,2126,2,monthly,1,Hl.m. Praha,0,False,False,False,False,2572,True,123,75,48,2,2,23,73,0,False,0,0,False,False,False,98,98
2573,1,34,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,2127,2,monthly,1,Hl.m. Praha,1,False,True,False,False,2573,False,99,55,44,0,6,19,40,15,False,0,0,False,False,False,98,98
2574,29,67,F,Rokycany,45714,6,55.6,8843,52,10,5,1,113,1706,3.21,True,2128,6,monthly,22,Domazlice,1,False,True,False,False,2574,False,294,171,123,0,1,61,115,56,False,0,0,False,False,False,98,98
2576,46,20,F,Nachod,112709,10,73.5,8369,48,20,7,3,117,5472,2.05,True,2130,3,monthly,46,Nachod,0,False,False,False,False,2576,False,121,66,55,0,31,0,66,0,False,0,0,False,False,False,98,98
2577,70,81,M,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,True,2131,3,monthly,70,Karvina,2,False,True,False,False,2577,False,160,99,61,0,1,30,49,50,False,0,0,False,False,False,98,98
2578,76,45,M,Sumperk,127369,7,51.2,8369,31,32,13,2,107,6543,5.305,True,2132,6,monthly,76,Sumperk,0,False,False,False,False,2578,False,309,181,128,0,65,0,181,0,False,0,0,False,False,False,98,98
2579,11,64,F,Praha - zapad,75637,7,36.5,9622,35,36,9,0,154,7004,0.52,True,2133,2,monthly,11,Praha - zapad,1,False,True,False,False,2579,False,63,32,31,0,1,15,21,11,False,0,0,False,False,False,98,98
2580,11,64,M,Praha - zapad,75637,7,36.5,9622,35,36,9,0,154,7004,0.52,False,2133,2,monthly,11,Praha - zapad,1,False,True,False,False,2580,False,63,32,31,0,1,15,21,11,False,0,0,False,False,False,98,98
2581,52,46,F,Usti nad Orlici,139012,10,61.9,8363,59,41,8,3,108,5363,3.005,True,2134,3,monthly,52,Usti nad Orlici,3,False,True,False,True,2581,False,204,144,60,0,31,0,73,71,True,22932,36,False,False,False,98,98
2582,51,61,M,Trutnov,121947,11,70.5,8541,37,28,7,3,131,7335,2.74,True,2135,2,monthly,51,Trutnov,2,False,True,False,False,2582,False,102,58,44,0,26,0,31,27,False,0,0,False,False,False,98,98
2583,75,62,M,Prerov,138032,5,64.6,8819,67,30,4,2,99,8568,5.52,True,2136,2,monthly,75,Prerov,0,False,False,False,False,2583,False,60,28,32,0,17,0,28,0,False,0,0,False,False,False,98,98
2584,4,55,F,Kladno,149893,6,67.4,9753,63,29,6,2,109,11136,4.845,True,2137,6,after transaction,4,Kladno,1,False,False,True,False,2584,False,332,192,140,0,12,64,192,0,False,0,0,False,False,False,98,98
2585,75,28,F,Prerov,138032,5,64.6,8819,67,30,4,2,99,8568,5.52,True,2138,2,monthly,75,Prerov,1,False,True,False,False,2585,True,89,54,35,3,18,0,39,12,False,0,0,False,False,False,98,98
2586,8,33,M,Mlada Boleslav,112065,8,69.4,11277,95,19,7,1,127,10166,1.345,True,2139,4,monthly,8,Mlada Boleslav,3,True,True,False,False,2586,False,335,242,93,0,7,43,128,114,False,0,0,False,False,False,98,98
2587,8,26,F,Mlada Boleslav,112065,8,69.4,11277,95,19,7,1,127,10166,1.345,False,2139,4,monthly,8,Mlada Boleslav,3,True,True,False,False,2587,False,335,242,93,0,7,43,128,114,False,0,0,False,False,False,98,98
2588,33,41,M,Decin,133777,11,84.7,8705,24,17,7,3,116,9509,6.68,True,2140,6,monthly,75,Prerov,1,False,True,False,False,2588,False,368,212,156,0,32,62,155,57,False,0,0,False,False,False,98,98
2589,21,36,M,Tabor,103347,7,67.0,9104,87,16,7,1,123,4653,1.79,True,2141,2,monthly,21,Tabor,1,False,True,False,False,2589,False,107,65,42,0,22,0,50,15,False,0,0,False,False,False,98,98
2590,42,35,F,Havlickuv Brod,95907,7,59.1,8388,87,25,5,2,87,3326,2.675,True,2142,2,monthly,42,Havlickuv Brod,2,False,True,False,True,2590,False,91,55,36,0,20,0,34,21,True,23328,12,False,False,False,98,98
2591,42,39,M,Havlickuv Brod,95907,7,59.1,8388,87,25,5,2,87,3326,2.675,False,2142,2,monthly,42,Havlickuv Brod,2,False,True,False,True,2591,False,91,55,36,0,20,0,34,21,True,23328,12,False,False,False,98,98
2592,1,19,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,2143,3,monthly,1,Hl.m. Praha,2,False,True,False,True,2592,True,228,156,72,10,37,0,87,59,True,71460,36,False,False,False,98,98
2593,1,22,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,False,2143,3,monthly,1,Hl.m. Praha,2,False,True,False,True,2593,False,228,156,72,10,37,0,87,59,True,71460,36,False,False,False,98,98
2594,55,36,M,Brno - venkov,157042,9,33.9,8743,49,70,18,0,111,7553,2.1550000000000002,True,2144,4,after transaction,55,Brno - venkov,0,False,False,False,False,2594,False,220,129,91,0,50,0,129,0,False,0,0,False,False,False,98,98
2596,31,38,M,Tachov,51313,4,59.2,8930,34,12,3,1,108,2780,3.8600000000000003,True,2146,6,monthly,31,Tachov,2,False,True,False,False,2596,False,428,293,135,0,68,0,167,126,False,0,0,False,False,False,98,98
2597,28,30,F,Plzen - sever,72541,8,36.9,8594,66,26,10,0,112,3105,1.815,True,2147,3,monthly,28,Plzen - sever,2,False,True,True,False,2597,False,131,69,62,0,33,0,44,25,False,0,0,False,False,False,98,98
2598,28,34,M,Plzen - sever,72541,8,36.9,8594,66,26,10,0,112,3105,1.815,False,2147,3,monthly,28,Plzen - sever,2,False,True,True,False,2598,False,131,69,62,0,33,0,44,25,False,0,0,False,False,False,98,98
2599,1,53,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,2148,4,monthly,1,Hl.m. Praha,2,False,True,False,False,2599,False,225,141,84,0,6,39,73,68,False,0,0,False,False,False,98,98
2600,7,76,F,Melnik,94725,6,63.4,9920,38,28,1,3,130,9135,2.565,True,2149,3,monthly,7,Melnik,1,False,True,False,False,2600,False,128,74,54,0,1,28,50,24,False,0,0,False,False,False,98,98
2601,37,38,M,Litomerice,114006,9,62.3,9065,71,26,6,2,123,8313,4.925,True,2150,6,monthly,37,Litomerice,1,False,True,False,False,2601,False,309,180,129,0,1,64,121,59,False,0,0,False,False,False,98,98
2602,37,33,F,Litomerice,114006,9,62.3,9065,71,26,6,2,123,8313,4.925,False,2150,6,monthly,37,Litomerice,1,False,True,False,False,2602,False,309,180,129,0,1,64,121,59,False,0,0,False,False,False,98,98
2603,38,27,F,Louny,85852,4,59.8,8965,41,23,4,2,104,5475,7.655,True,2151,4,monthly,38,Louny,3,True,True,False,False,2603,False,333,226,107,0,60,0,99,127,False,0,0,False,False,False,98,98
2604,22,73,M,Domazlice,58400,6,52.4,8620,65,16,4,1,100,2206,1.175,True,2152,2,monthly,22,Domazlice,1,False,True,False,False,2604,False,50,25,25,0,1,14,16,9,False,0,0,False,False,False,98,98
2605,22,74,F,Domazlice,58400,6,52.4,8620,65,16,4,1,100,2206,1.175,False,2152,2,monthly,22,Domazlice,1,False,True,False,False,2605,False,50,25,25,0,1,14,16,9,False,0,0,False,False,False,98,98
2606,31,56,M,Tachov,51313,4,59.2,8930,34,12,3,1,108,2780,3.8600000000000003,True,2153,3,weekly,31,Tachov,4,True,True,False,True,2606,True,274,201,73,0,1,36,94,107,True,61560,12,True,False,False,98,98
2607,63,56,M,Vyskov,86513,5,50.5,8288,38,36,5,1,110,3022,4.154999999999999,True,2154,5,monthly,63,Vyskov,1,False,True,False,False,2607,False,267,158,109,0,1,56,107,51,False,0,0,False,False,False,98,98
2608,58,56,F,Jihlava,109164,4,63.6,8757,98,16,6,1,96,4683,3.665,True,2155,5,monthly,58,Jihlava,2,False,True,False,False,2608,False,353,229,124,0,14,55,128,101,False,0,0,False,False,False,98,98
2609,1,22,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,2156,3,monthly,1,Hl.m. Praha,1,False,True,False,False,2609,True,146,90,56,4,29,0,63,23,False,0,0,False,False,False,98,98
2610,1,19,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,False,2156,3,monthly,1,Hl.m. Praha,1,False,True,False,False,2610,False,146,90,56,4,29,0,63,23,False,0,0,False,False,False,98,98
2611,77,61,M,Vsetin,148545,4,53.5,8909,8,35,12,3,113,7050,4.785,True,2157,4,monthly,77,Vsetin,1,False,True,False,False,2611,False,200,119,81,0,43,0,86,33,False,0,0,False,False,False,98,98
2612,38,24,M,Louny,85852,4,59.8,8965,41,23,4,2,104,5475,7.655,True,2158,2,monthly,38,Louny,0,False,False,False,False,2612,False,102,50,52,0,31,0,50,0,False,0,0,False,False,False,98,98
2613,1,22,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,2159,3,monthly,1,Hl.m. Praha,2,False,True,False,False,2613,False,233,159,74,0,38,0,95,64,False,0,0,False,False,False,98,98
2614,72,53,M,Olomouc,226122,4,62.6,8994,32,50,7,4,110,18880,4.295,True,2160,3,monthly,72,Olomouc,1,False,True,False,False,2614,False,135,74,61,0,36,0,53,21,False,0,0,False,False,False,98,98
2615,64,54,F,Zlin,197099,10,74.7,9624,29,41,10,2,145,8749,1.955,True,2161,6,weekly,15,Cesky Krumlov,2,False,True,False,False,2615,False,341,227,114,0,54,0,123,104,False,0,0,False,False,False,98,98
2616,50,29,M,Svitavy,102609,6,52.0,8187,75,33,2,3,94,4257,5.140000000000001,True,2162,2,monthly,50,Svitavy,1,False,True,False,False,2616,True,82,48,34,0,20,0,36,12,False,0,0,False,False,False,98,98
2617,50,37,F,Svitavy,102609,6,52.0,8187,75,33,2,3,94,4257,5.140000000000001,False,2162,2,monthly,50,Svitavy,1,False,True,False,False,2617,False,82,48,34,0,20,0,36,12,False,0,0,False,False,False,98,98
2618,17,57,M,Pelhrimov,74062,7,61.4,8114,99,15,4,2,119,2184,2.5,True,2163,4,monthly,17,Pelhrimov,2,False,True,False,False,2618,False,316,218,98,0,50,0,131,87,False,0,0,False,False,False,98,98
2619,63,30,F,Vyskov,86513,5,50.5,8288,38,36,5,1,110,3022,4.154999999999999,True,2164,3,monthly,63,Vyskov,1,False,True,False,False,2619,True,145,90,55,2,28,0,65,23,False,0,0,False,False,False,98,98
2620,63,31,M,Vyskov,86513,5,50.5,8288,38,36,5,1,110,3022,4.154999999999999,False,2164,3,monthly,63,Vyskov,1,False,True,False,False,2620,False,145,90,55,2,28,0,65,23,False,0,0,False,False,False,98,98
2621,51,43,M,Trutnov,121947,11,70.5,8541,37,28,7,3,131,7335,2.74,True,2165,2,monthly,51,Trutnov,2,False,True,False,True,2621,False,124,72,52,0,10,21,40,32,True,78600,24,False,False,False,98,98
2622,71,26,M,Novy Jicin,161227,10,69.7,8678,5,35,11,4,102,9575,5.75,True,2166,2,monthly,71,Novy Jicin,3,True,True,False,False,2622,False,129,86,43,0,23,0,40,46,False,0,0,False,False,False,98,98
2623,16,34,F,Jindrichuv Hradec,93931,8,56.9,8427,74,21,10,1,107,3787,1.33,True,2167,6,monthly,16,Jindrichuv Hradec,2,False,True,False,True,2623,True,412,279,133,15,69,0,180,84,True,170256,24,True,False,False,98,98
2625,57,27,M,Hodonin,161954,8,48.0,8720,21,37,20,3,116,7380,4.115,True,2169,2,monthly,57,Hodonin,3,False,True,True,False,2625,False,111,73,38,0,20,0,45,28,False,0,0,False,False,False,98,98
2626,1,59,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,2170,5,after transaction,1,Hl.m. Praha,3,True,True,False,False,2626,True,442,318,124,2,14,55,163,153,False,0,0,False,False,False,98,98
2628,1,68,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,2172,2,monthly,1,Hl.m. Praha,1,False,True,False,False,2628,False,65,32,33,0,1,16,21,11,False,0,0,False,False,False,98,98
2629,1,68,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,False,2172,2,monthly,1,Hl.m. Praha,1,False,True,False,False,2629,False,65,32,33,0,1,16,21,11,False,0,0,False,False,False,98,98
2630,64,62,F,Zlin,197099,10,74.7,9624,29,41,10,2,145,8749,1.955,True,2173,2,monthly,64,Zlin,1,False,True,False,False,2630,False,99,58,41,0,1,20,43,15,False,0,0,False,False,False,98,98
2631,18,29,M,Pisek,70699,4,65.3,8968,60,13,2,1,131,3650,3.09,True,2174,2,monthly,18,Pisek,1,False,True,False,False,2631,False,54,30,24,0,12,0,24,6,False,0,0,False,False,False,98,98
2632,18,36,F,Pisek,70699,4,65.3,8968,60,13,2,1,131,3650,3.09,False,2174,2,monthly,18,Pisek,1,False,True,False,False,2632,False,54,30,24,0,12,0,24,6,False,0,0,False,False,False,98,98
2633,1,32,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,2175,6,monthly,1,Hl.m. Praha,0,False,False,False,False,2633,False,401,230,171,0,103,0,230,0,False,0,0,False,False,False,98,98
2635,67,33,F,Bruntal,106054,6,63.1,8110,38,25,6,2,109,6323,6.16,True,2176,6,monthly,67,Bruntal,3,False,True,False,True,2635,False,471,323,148,0,84,0,175,148,True,299088,36,False,True,False,98,98
2636,28,81,M,Plzen - sever,72541,8,36.9,8594,66,26,10,0,112,3105,1.815,True,2177,6,monthly,62,Uherske Hradiste,1,False,True,False,False,2636,False,348,203,145,0,1,72,135,68,False,0,0,False,False,False,98,98
2637,64,64,M,Zlin,197099,10,74.7,9624,29,41,10,2,145,8749,1.955,True,2178,4,monthly,64,Zlin,1,False,True,False,False,2637,False,252,165,87,0,44,0,126,39,False,0,0,False,False,False,98,98
2638,1,57,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,2179,5,weekly,1,Hl.m. Praha,4,True,True,False,False,2638,False,396,276,120,0,72,0,120,156,False,0,0,False,False,False,98,98
2639,45,49,F,Jicin,77917,5,53.5,8390,85,19,6,1,132,4202,2.585,True,2180,6,monthly,45,Jicin,0,False,False,False,False,2639,False,41,18,23,0,23,0,18,0,False,0,0,False,False,False,97,97
2640,45,48,M,Jicin,77917,5,53.5,8390,85,19,6,1,132,4202,2.585,False,2180,6,monthly,45,Jicin,0,False,False,False,False,2640,False,41,18,23,0,23,0,18,0,False,0,0,False,False,False,97,97
2642,22,26,M,Domazlice,58400,6,52.4,8620,65,16,4,1,100,2206,1.175,True,2182,2,monthly,22,Domazlice,1,False,True,False,False,2642,False,88,44,44,0,27,0,31,13,False,0,0,False,False,False,98,98
2643,54,53,F,Brno - mesto,387570,1,100.0,9897,0,0,0,1,140,37417,1.78,True,2183,2,monthly,54,Brno - mesto,0,False,False,False,False,2643,False,80,43,37,0,20,0,43,0,False,0,0,False,False,False,98,98
