State,age,gender,district_of_residence,district_inhabitant_count,district_cities_count,district_urban_inhabitant_ratio,district_average_salary,district_mun_inhabitant_count_499,district_mun_inhabitant_count_1999,district_mun_inhabitant_count_9999,district_mun_inhabitant_count_infinite,district_enterprenuer_per_1000,district_crimes_count,district_unemployment_rate,owns_account,tenure,f_statement_issuance,branch_location,orders_count,insurance_payment,household_payment,lease_payment,loan_payment,has_credit_card,transaction_count,withdraw_transactions,credit_transactions,credit_card_withdrawals,credit_in_cash,collections_from_other_banks,cash_withdrawals,remittance_to_other_banks,has_had_loan,max_loan_amount,max_loan_duration,loan_pay_success,loan_pay_failure,in_loan_debt,year_of_last_transaction,year_of_last_credit
1,40.0,1,40,81344.0,6.0,55.3,8899.0,61.0,23.0,4.0,2.0,149.0,5474.0,3.68,1,6.0,1,40,3.0,1,1,0,0,0,528.0,358.0,170.0,0.0,101.0,0.0,165.0,193.0,0,0.0,0.0,0,0,0,98.0,98.0
1,34.0,0,55,110643.0,4.0,51.9,8441.0,49.0,41.0,4.0,1.0,115.0,4131.0,3.965,1,6.0,1,17,3.0,0,1,0,1,0,444.0,294.0,150.0,0.0,89.0,0.0,129.0,165.0,1,252060.0,60.0,0,0,1,98.0,98.0
1,25.0,0,36,112065.0,8.0,69.4,11277.0,95.0,19.0,7.0,1.0,127.0,10166.0,1.345,1,5.0,1,36,1.0,0,1,0,0,1,313.0,201.0,112.0,11.0,59.0,0.0,141.0,49.0,0,0.0,0.0,0,0,0,98.0,98.0
1,31.0,1,36,112065.0,8.0,69.4,11277.0,95.0,19.0,7.0,1.0,127.0,10166.0,1.345,0,5.0,1,36,1.0,0,1,0,0,0,313.0,201.0,112.0,11.0,59.0,0.0,141.0,49.0,0,0.0,0.0,0,0,0,98.0,98.0
1,67.0,1,17,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,1,6.0,1,17,1.0,0,1,0,0,0,353.0,214.0,139.0,0.0,1.0,70.0,149.0,65.0,0,0.0,0.0,0,0,0,98.0,98.0
1,69.0,0,17,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,0,6.0,1,17,1.0,0,1,0,0,0,353.0,214.0,139.0,0.0,1.0,70.0,149.0,65.0,0,0.0,0.0,0,0,0,98.0,98.0
0,34.0,1,73,86513.0,5.0,50.5,8288.0,38.0,36.0,5.0,1.0,110.0,3022.0,4.15499999999999,1,4.0,1,73,1.0,0,1,0,0,0,234.0,152.0,82.0,0.0,42.0,0.0,117.0,35.0,0,0.0,0.0,0,0,0,98.0,98.0
0,20.0,0,4,387570.0,1.0,100.0,9897.0,0.0,0.0,0.0,1.0,140.0,37417.0,1.78,1,4.0,1,4,0.0,0,0,0,0,0,75.0,13.0,62.0,0.0,27.0,0.0,13.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
0,19.0,1,46,70699.0,4.0,65.3,8968.0,60.0,13.0,2.0,1.0,131.0,3650.0,3.09,1,3.0,1,46,2.0,0,1,0,0,1,158.0,104.0,54.0,2.0,28.0,0.0,60.0,42.0,0,0.0,0.0,0,0,0,98.0,98.0
1,52.0,0,38,112709.0,10.0,73.5,8369.0,48.0,20.0,7.0,3.0,117.0,5472.0,2.05,1,6.0,1,38,0.0,0,0,0,0,0,315.0,177.0,138.0,0.0,72.0,0.0,177.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
0,24.0,1,21,42821.0,3.0,48.4,8173.0,4.0,13.0,5.0,1.0,124.0,1358.0,3.505,1,6.0,1,61,0.0,0,0,0,0,0,209.0,110.0,99.0,0.0,38.0,0.0,110.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
0,43.0,0,17,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,1,3.0,1,17,2.0,0,1,0,0,0,133.0,83.0,50.0,0.0,26.0,0.0,45.0,38.0,0,0.0,0.0,0,0,0,98.0,98.0
1,77.0,1,34,85852.0,4.0,59.8,8965.0,41.0,23.0,4.0,2.0,104.0,5475.0,7.655,1,6.0,1,34,1.0,0,1,0,0,0,339.0,200.0,139.0,0.0,1.0,71.0,134.0,66.0,0,0.0,0.0,0,0,0,98.0,98.0
0,36.0,0,60,94812.0,10.0,81.8,9650.0,15.0,13.0,8.0,2.0,100.0,5789.0,3.525,1,3.0,1,60,3.0,1,1,0,0,0,191.0,131.0,60.0,0.0,31.0,0.0,58.0,73.0,0,0.0,0.0,0,0,0,98.0,98.0
0,30.0,1,60,94812.0,10.0,81.8,9650.0,15.0,13.0,8.0,2.0,100.0,5789.0,3.525,0,3.0,1,60,3.0,1,1,0,0,0,191.0,131.0,60.0,0.0,31.0,0.0,58.0,73.0,0,0.0,0.0,0,0,0,98.0,98.0
1,35.0,1,19,161854.0,6.0,76.3,9425.0,73.0,21.0,6.0,1.0,125.0,7976.0,2.11,1,6.0,1,19,2.0,0,1,0,0,0,424.0,290.0,134.0,0.0,73.0,0.0,177.0,113.0,0,0.0,0.0,0,0,0,98.0,98.0
1,33.0,0,19,161854.0,6.0,76.3,9425.0,73.0,21.0,6.0,1.0,125.0,7976.0,2.11,0,6.0,1,19,2.0,0,1,0,0,0,424.0,290.0,134.0,0.0,73.0,0.0,177.0,113.0,0,0.0,0.0,0,0,0,98.0,98.0
0,22.0,1,33,114006.0,9.0,62.3,9065.0,71.0,26.0,6.0,2.0,123.0,8313.0,4.925,1,2.0,1,33,0.0,0,0,0,0,1,30.0,11.0,19.0,0.0,7.0,0.0,11.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
0,21.0,1,21,42821.0,3.0,48.4,8173.0,4.0,13.0,5.0,1.0,124.0,1358.0,3.505,1,3.0,1,21,0.0,0,0,0,0,0,154.0,72.0,82.0,0.0,50.0,0.0,72.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
0,42.0,0,57,45714.0,6.0,55.6,8843.0,52.0,10.0,5.0,1.0,113.0,1706.0,3.21,1,3.0,1,57,2.0,0,1,0,1,0,147.0,95.0,52.0,0.0,28.0,0.0,67.0,28.0,1,84288.0,48.0,0,0,0,98.0,98.0
1,23.0,1,47,67298.0,7.0,43.8,8561.0,71.0,19.0,10.0,0.0,110.0,2156.0,0.97,1,6.0,2,47,3.0,0,1,1,0,1,447.0,318.0,129.0,15.0,9.0,60.0,192.0,111.0,0,0.0,0.0,0,0,0,98.0,98.0
1,19.0,0,47,67298.0,7.0,43.8,8561.0,71.0,19.0,10.0,0.0,110.0,2156.0,0.97,0,6.0,2,47,3.0,0,1,1,0,0,447.0,318.0,129.0,15.0,9.0,60.0,192.0,111.0,0,0.0,0.0,0,0,0,98.0,98.0
0,58.0,0,4,387570.0,1.0,100.0,9897.0,0.0,0.0,0.0,1.0,140.0,37417.0,1.78,1,2.0,1,4,3.0,0,1,0,1,0,80.0,45.0,35.0,0.0,18.0,0.0,24.0,21.0,1,357840.0,48.0,0,0,1,98.0,98.0
1,42.0,1,43,323870.0,1.0,100.0,10673.0,0.0,0.0,0.0,1.0,100.0,37129.0,5.095,1,6.0,1,75,3.0,1,1,0,0,0,455.0,316.0,139.0,0.0,1.0,71.0,118.0,198.0,0,0.0,0.0,0,0,0,98.0,98.0
0,62.0,1,48,170449.0,1.0,100.0,10787.0,0.0,0.0,0.0,1.0,131.0,12302.0,2.865,1,3.0,1,48,1.0,0,1,0,0,0,165.0,88.0,77.0,0.0,45.0,0.0,61.0,27.0,0,0.0,0.0,0,0,0,98.0,98.0
1,60.0,1,44,162580.0,6.0,72.8,9538.0,83.0,26.0,5.0,1.0,111.0,11489.0,1.66,1,6.0,2,73,2.0,0,1,0,0,0,408.0,273.0,135.0,0.0,5.0,65.0,152.0,121.0,0,0.0,0.0,0,0,0,98.0,98.0
1,64.0,1,17,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,1,6.0,1,63,1.0,0,1,0,0,1,394.0,261.0,133.0,31.0,67.0,0.0,168.0,62.0,0,0.0,0.0,0,0,0,98.0,98.0
0,51.0,0,29,95616.0,6.0,51.4,9307.0,65.0,30.0,4.0,1.0,118.0,5656.0,4.14,1,3.0,1,29,2.0,0,1,1,0,0,144.0,87.0,57.0,0.0,29.0,0.0,64.0,23.0,0,0.0,0.0,0,0,0,98.0,98.0
0,78.0,1,50,51428.0,4.0,52.7,8402.0,50.0,11.0,3.0,1.0,120.0,2098.0,3.55499999999999,1,5.0,1,50,2.0,0,1,0,0,0,276.0,181.0,95.0,0.0,1.0,49.0,92.0,89.0,0,0.0,0.0,0,0,0,98.0,98.0
0,72.0,0,50,51428.0,4.0,52.7,8402.0,50.0,11.0,3.0,1.0,120.0,2098.0,3.55499999999999,0,5.0,1,50,2.0,0,1,0,0,0,276.0,181.0,95.0,0.0,1.0,49.0,92.0,89.0,0,0.0,0.0,0,0,0,98.0,98.0
0,78.0,0,30,108871.0,6.0,62.1,8444.0,41.0,29.0,7.0,2.0,106.0,4900.0,3.355,1,3.0,1,30,1.0,0,1,0,0,0,140.0,81.0,59.0,0.0,1.0,31.0,54.0,27.0,0,0.0,0.0,0,0,0,98.0,98.0
0,41.0,0,52,75637.0,7.0,36.5,9622.0,35.0,36.0,9.0,0.0,154.0,7004.0,0.52,1,5.0,1,52,1.0,0,0,0,1,0,102.0,28.0,74.0,0.0,28.0,0.0,28.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
0,51.0,1,73,86513.0,5.0,50.5,8288.0,38.0,36.0,5.0,1.0,110.0,3022.0,4.15499999999999,1,4.0,1,73,2.0,0,1,0,0,0,251.0,164.0,87.0,0.0,50.0,0.0,102.0,62.0,0,0.0,0.0,0,0,0,98.0,98.0
0,26.0,0,53,138032.0,5.0,64.6,8819.0,67.0,30.0,4.0,2.0,99.0,8568.0,5.52,1,2.0,1,53,1.0,0,1,0,0,0,110.0,68.0,42.0,0.0,22.0,0.0,52.0,16.0,0,0.0,0.0,0,0,0,98.0,98.0
0,46.0,1,35,94725.0,6.0,63.4,9920.0,38.0,28.0,1.0,3.0,130.0,9135.0,2.565,1,4.0,1,35,1.0,0,1,0,0,0,254.0,145.0,109.0,0.0,66.0,0.0,106.0,39.0,0,0.0,0.0,0,0,0,98.0,98.0
0,50.0,1,4,387570.0,1.0,100.0,9897.0,0.0,0.0,0.0,1.0,140.0,37417.0,1.78,1,4.0,1,4,1.0,0,1,0,0,0,235.0,139.0,96.0,0.0,52.0,0.0,100.0,39.0,0,0.0,0.0,0,0,0,98.0,98.0
1,62.0,1,59,75685.0,9.0,60.8,8208.0,31.0,28.0,5.0,1.0,155.0,3783.0,2.07499999999999,1,6.0,1,59,1.0,0,0,1,0,1,387.0,244.0,143.0,18.0,1.0,71.0,226.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
0,38.0,1,35,94725.0,6.0,63.4,9920.0,38.0,28.0,1.0,3.0,130.0,9135.0,2.565,1,4.0,1,35,2.0,0,1,1,0,0,239.0,152.0,87.0,0.0,45.0,0.0,114.0,38.0,0,0.0,0.0,0,0,0,98.0,98.0
0,23.0,0,44,162580.0,6.0,72.8,9538.0,83.0,26.0,5.0,1.0,111.0,11489.0,1.66,1,6.0,1,44,0.0,0,0,0,0,0,49.0,27.0,22.0,0.0,22.0,0.0,27.0,0.0,0,0.0,0.0,0,0,0,97.0,96.0
0,65.0,0,17,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,1,5.0,1,17,1.0,0,1,0,0,0,258.0,148.0,110.0,0.0,1.0,56.0,96.0,52.0,0,0.0,0.0,0,0,0,98.0,98.0
0,58.0,1,17,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,0,5.0,1,17,1.0,0,1,0,0,0,258.0,148.0,110.0,0.0,1.0,56.0,96.0,52.0,0,0.0,0.0,0,0,0,98.0,98.0
1,74.0,0,60,94812.0,10.0,81.8,9650.0,15.0,13.0,8.0,2.0,100.0,5789.0,3.525,1,6.0,1,60,1.0,0,1,0,0,0,394.0,256.0,138.0,0.0,1.0,70.0,190.0,66.0,0,0.0,0.0,0,0,0,98.0,98.0
1,73.0,1,60,94812.0,10.0,81.8,9650.0,15.0,13.0,8.0,2.0,100.0,5789.0,3.525,0,6.0,1,60,1.0,0,1,0,0,0,394.0,256.0,138.0,0.0,1.0,70.0,190.0,66.0,0,0.0,0.0,0,0,0,98.0,98.0
1,53.0,1,57,45714.0,6.0,55.6,8843.0,52.0,10.0,5.0,1.0,113.0,1706.0,3.21,1,6.0,1,57,1.0,0,1,0,0,0,356.0,230.0,126.0,0.0,65.0,0.0,174.0,56.0,0,0.0,0.0,0,0,0,98.0,98.0
0,60.0,1,68,121947.0,11.0,70.5,8541.0,37.0,28.0,7.0,3.0,131.0,7335.0,2.74,1,4.0,1,68,1.0,0,1,0,0,0,256.0,166.0,90.0,0.0,46.0,0.0,127.0,39.0,0,0.0,0.0,0,0,0,98.0,98.0
0,79.0,0,19,161854.0,6.0,76.3,9425.0,73.0,21.0,6.0,1.0,125.0,7976.0,2.11,1,2.0,1,19,1.0,0,1,0,0,0,83.0,48.0,35.0,0.0,1.0,19.0,33.0,15.0,0,0.0,0.0,0,0,0,98.0,98.0
1,27.0,0,7,105058.0,10.0,81.0,9272.0,32.0,19.0,7.0,2.0,118.0,8845.0,3.01,1,6.0,1,7,2.0,0,1,1,0,0,370.0,202.0,168.0,0.0,26.0,71.0,135.0,67.0,0,0.0,0.0,0,0,0,98.0,98.0
0,32.0,0,39,161227.0,10.0,69.7,8678.0,5.0,35.0,11.0,4.0,102.0,9575.0,5.75,1,3.0,1,39,0.0,0,0,0,0,0,34.0,9.0,25.0,0.0,25.0,0.0,9.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
1,37.0,0,43,323870.0,1.0,100.0,10673.0,0.0,0.0,0.0,1.0,100.0,37129.0,5.095,1,6.0,1,43,2.0,0,1,0,0,0,415.0,271.0,144.0,0.0,81.0,0.0,155.0,116.0,0,0.0,0.0,0,0,0,98.0,98.0
0,24.0,0,59,75685.0,9.0,60.8,8208.0,31.0,28.0,5.0,1.0,155.0,3783.0,2.07499999999999,1,3.0,1,59,2.0,0,1,0,0,1,209.0,141.0,68.0,4.0,35.0,0.0,81.0,56.0,0,0.0,0.0,0,0,0,98.0,98.0
0,38.0,0,41,226122.0,4.0,62.6,8994.0,32.0,50.0,7.0,4.0,110.0,18880.0,4.295,1,2.0,1,41,1.0,0,1,0,0,0,85.0,46.0,39.0,0.0,22.0,0.0,34.0,12.0,0,0.0,0.0,0,0,0,98.0,98.0
0,44.0,1,41,226122.0,4.0,62.6,8994.0,32.0,50.0,7.0,4.0,110.0,18880.0,4.295,0,2.0,1,41,1.0,0,1,0,0,0,85.0,46.0,39.0,0.0,22.0,0.0,34.0,12.0,0,0.0,0.0,0,0,0,98.0,98.0
1,40.0,0,75,197099.0,10.0,74.7,9624.0,29.0,41.0,10.0,2.0,145.0,8749.0,1.955,1,5.0,1,75,3.0,1,1,0,0,0,438.0,304.0,134.0,0.0,77.0,0.0,145.0,159.0,0,0.0,0.0,0,0,0,98.0,98.0
1,53.0,0,44,162580.0,6.0,72.8,9538.0,83.0,26.0,5.0,1.0,111.0,11489.0,1.66,1,4.0,1,44,4.0,1,1,0,0,1,360.0,261.0,99.0,8.0,56.0,0.0,99.0,154.0,0,0.0,0.0,0,0,0,98.0,98.0
1,49.0,1,44,162580.0,6.0,72.8,9538.0,83.0,26.0,5.0,1.0,111.0,11489.0,1.66,0,4.0,1,44,4.0,1,1,0,0,0,360.0,261.0,99.0,8.0,56.0,0.0,99.0,154.0,0,0.0,0.0,0,0,0,98.0,98.0
0,39.0,0,36,112065.0,8.0,69.4,11277.0,95.0,19.0,7.0,1.0,127.0,10166.0,1.345,1,3.0,1,36,1.0,0,0,0,1,0,159.0,105.0,54.0,0.0,2.0,26.0,86.0,19.0,1,196800.0,24.0,0,0,1,98.0,98.0
0,37.0,1,42,182027.0,7.0,56.4,8746.0,17.0,49.0,12.0,2.0,90.0,8788.0,3.535,1,3.0,1,42,4.0,1,1,0,0,0,205.0,151.0,54.0,0.0,28.0,0.0,63.0,88.0,0,0.0,0.0,0,0,0,98.0,98.0
0,58.0,0,67,117897.0,6.0,53.8,8814.0,139.0,28.0,5.0,1.0,107.0,4171.0,5.25,1,4.0,1,67,2.0,0,1,0,0,0,238.0,147.0,91.0,0.0,17.0,37.0,83.0,64.0,0,0.0,0.0,0,0,0,98.0,98.0
0,75.0,1,1,75232.0,5.0,41.7,8980.0,55.0,26.0,4.0,1.0,111.0,5637.0,2.08,1,2.0,1,1,1.0,0,1,0,0,0,78.0,43.0,35.0,0.0,1.0,19.0,28.0,15.0,0,0.0,0.0,0,0,0,98.0,98.0
0,79.0,0,1,75232.0,5.0,41.7,8980.0,55.0,26.0,4.0,1.0,111.0,5637.0,2.08,0,2.0,1,1,1.0,0,1,0,0,0,78.0,43.0,35.0,0.0,1.0,19.0,28.0,15.0,0,0.0,0.0,0,0,0,98.0,98.0
0,32.0,1,21,42821.0,3.0,48.4,8173.0,4.0,13.0,5.0,1.0,124.0,1358.0,3.505,1,2.0,1,21,0.0,0,0,0,0,0,19.0,9.0,10.0,0.0,10.0,0.0,9.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
1,27.0,1,17,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,1,6.0,1,17,3.0,1,1,0,0,0,543.0,399.0,144.0,0.0,73.0,0.0,199.0,200.0,0,0.0,0.0,0,0,0,98.0,98.0
1,29.0,1,23,109164.0,4.0,63.6,8757.0,98.0,16.0,6.0,1.0,96.0,4683.0,3.665,1,5.0,1,23,1.0,0,1,0,0,1,282.0,174.0,108.0,1.0,55.0,0.0,125.0,48.0,0,0.0,0.0,0,0,0,98.0,98.0
1,25.0,0,23,109164.0,4.0,63.6,8757.0,98.0,16.0,6.0,1.0,96.0,4683.0,3.665,0,5.0,1,23,1.0,0,1,0,0,0,282.0,174.0,108.0,1.0,55.0,0.0,125.0,48.0,0,0.0,0.0,0,0,0,98.0,98.0
0,36.0,0,17,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,1,4.0,1,17,1.0,0,1,0,0,0,170.0,99.0,71.0,0.0,1.0,37.0,66.0,33.0,0,0.0,0.0,0,0,0,98.0,98.0
0,22.0,0,10,87419.0,9.0,85.5,8624.0,21.0,11.0,4.0,3.0,102.0,6077.0,2.225,1,2.0,1,10,2.0,0,1,1,0,0,120.0,73.0,47.0,0.0,24.0,0.0,54.0,19.0,0,0.0,0.0,0,0,0,98.0,98.0
0,66.0,0,41,226122.0,4.0,62.6,8994.0,32.0,50.0,7.0,4.0,110.0,18880.0,4.295,1,3.0,1,41,2.0,0,1,0,0,0,189.0,127.0,62.0,0.0,1.0,32.0,73.0,54.0,0,0.0,0.0,0,0,0,98.0,98.0
0,50.0,0,26,285387.0,7.0,89.9,10177.0,0.0,2.0,8.0,5.0,81.0,19986.0,7.18999999999999,1,2.0,1,26,1.0,0,1,0,0,0,68.0,37.0,31.0,0.0,1.0,17.0,24.0,13.0,0,0.0,0.0,0,0,0,98.0,98.0
1,49.0,1,17,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,1,4.0,1,17,4.0,1,1,0,0,0,392.0,293.0,99.0,0.0,52.0,0.0,121.0,172.0,0,0.0,0.0,0,0,0,98.0,98.0
1,34.0,0,53,138032.0,5.0,64.6,8819.0,67.0,30.0,4.0,2.0,99.0,8568.0,5.52,1,6.0,0,31,4.0,1,1,1,0,0,605.0,410.0,195.0,0.0,123.0,0.0,200.0,210.0,0,0.0,0.0,0,0,0,98.0,98.0
0,23.0,0,13,133777.0,11.0,84.7,8705.0,24.0,17.0,7.0,3.0,116.0,9509.0,6.68,1,4.0,1,13,0.0,0,0,0,0,1,185.0,86.0,99.0,34.0,62.0,0.0,52.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
0,57.0,0,66,128118.0,8.0,85.3,9317.0,9.0,16.0,6.0,3.0,97.0,13821.0,6.78,1,4.0,1,66,1.0,0,1,0,0,0,182.0,98.0,84.0,0.0,46.0,0.0,71.0,27.0,0,0.0,0.0,0,0,0,98.0,98.0
0,52.0,1,66,128118.0,8.0,85.3,9317.0,9.0,16.0,6.0,3.0,97.0,13821.0,6.78,0,4.0,1,66,1.0,0,1,0,0,0,182.0,98.0,84.0,0.0,46.0,0.0,71.0,27.0,0,0.0,0.0,0,0,0,98.0,98.0
0,54.0,0,28,88757.0,10.0,61.7,8554.0,60.0,33.0,3.0,2.0,113.0,4040.0,2.575,1,3.0,1,28,0.0,0,0,0,0,0,31.0,8.0,23.0,0.0,23.0,0.0,8.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
1,39.0,0,67,117897.0,6.0,53.8,8814.0,139.0,28.0,5.0,1.0,107.0,4171.0,5.25,1,6.0,1,24,1.0,0,1,0,0,1,382.0,245.0,137.0,51.0,70.0,0.0,132.0,62.0,0,0.0,0.0,0,0,0,98.0,98.0
0,38.0,1,22,77917.0,5.0,53.5,8390.0,85.0,19.0,6.0,1.0,132.0,4202.0,2.585,1,4.0,1,22,1.0,0,1,0,0,0,199.0,116.0,83.0,0.0,1.0,43.0,77.0,39.0,0,0.0,0.0,0,0,0,98.0,98.0
0,50.0,1,12,105606.0,7.0,53.0,8254.0,77.0,26.0,7.0,2.0,97.0,4491.0,3.275,1,3.0,1,12,1.0,0,1,0,0,1,178.0,115.0,63.0,20.0,32.0,0.0,69.0,26.0,0,0.0,0.0,0,0,0,98.0,98.0
1,25.0,0,76,114200.0,4.0,43.7,8403.0,101.0,41.0,4.0,1.0,105.0,4875.0,5.73,1,6.0,1,29,0.0,0,0,0,0,0,306.0,171.0,135.0,0.0,72.0,0.0,171.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
1,34.0,1,48,170449.0,1.0,100.0,10787.0,0.0,0.0,0.0,1.0,131.0,12302.0,2.865,1,5.0,1,48,0.0,0,0,0,0,1,284.0,168.0,116.0,30.0,59.0,0.0,138.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
1,45.0,0,55,110643.0,4.0,51.9,8441.0,49.0,41.0,4.0,1.0,115.0,4131.0,3.965,1,6.0,1,55,3.0,0,1,1,0,1,471.0,309.0,162.0,9.0,93.0,0.0,171.0,129.0,0,0.0,0.0,0,0,0,98.0,98.0
1,51.0,1,21,42821.0,3.0,48.4,8173.0,4.0,13.0,5.0,1.0,124.0,1358.0,3.505,1,6.0,1,21,1.0,0,1,0,0,0,401.0,228.0,173.0,0.0,103.0,0.0,162.0,66.0,0,0.0,0.0,0,0,0,98.0,98.0
1,56.0,1,5,157042.0,9.0,33.9,8743.0,49.0,70.0,18.0,0.0,111.0,7553.0,2.155,1,6.0,1,5,1.0,0,1,0,0,1,396.0,258.0,138.0,8.0,70.0,0.0,186.0,64.0,0,0.0,0.0,0,0,0,98.0,98.0
1,29.0,1,17,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,1,6.0,1,17,0.0,0,0,0,0,0,309.0,179.0,130.0,0.0,69.0,0.0,179.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
1,22.0,0,17,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,0,6.0,1,17,0.0,0,0,0,0,0,309.0,179.0,130.0,0.0,69.0,0.0,179.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
0,33.0,1,3,124605.0,8.0,46.0,8772.0,11.0,42.0,14.0,1.0,126.0,6012.0,4.835,1,3.0,1,3,3.0,0,1,1,0,0,206.0,131.0,75.0,0.0,43.0,0.0,71.0,60.0,0,0.0,0.0,0,0,0,98.0,98.0
0,34.0,0,3,124605.0,8.0,46.0,8772.0,11.0,42.0,14.0,1.0,126.0,6012.0,4.835,0,3.0,1,3,3.0,0,1,1,0,0,206.0,131.0,75.0,0.0,43.0,0.0,71.0,60.0,0,0.0,0.0,0,0,0,98.0,98.0
0,33.0,0,56,53921.0,2.0,41.3,8598.0,61.0,22.0,1.0,1.0,123.0,3472.0,3.01499999999999,1,4.0,1,56,1.0,0,0,0,1,0,233.0,138.0,95.0,0.0,57.0,0.0,112.0,26.0,1,262980.0,60.0,0,0,0,98.0,98.0
0,34.0,0,17,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,1,2.0,1,17,1.0,0,1,0,0,0,68.0,32.0,36.0,0.0,8.0,14.0,23.0,9.0,0,0.0,0.0,0,0,0,98.0,98.0
0,29.0,0,17,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,1,3.0,1,17,2.0,0,1,1,0,1,159.0,99.0,60.0,3.0,31.0,0.0,72.0,24.0,0,0.0,0.0,0,0,0,98.0,98.0
1,50.0,0,51,92084.0,5.0,46.7,10124.0,55.0,29.0,4.0,3.0,141.0,8126.0,0.55,1,6.0,1,42,1.0,0,1,0,0,0,331.0,198.0,133.0,0.0,1.0,68.0,134.0,64.0,0,0.0,0.0,0,0,0,98.0,98.0
0,35.0,1,75,197099.0,10.0,74.7,9624.0,29.0,41.0,10.0,2.0,145.0,8749.0,1.955,1,3.0,1,75,2.0,0,1,0,0,0,125.0,80.0,45.0,0.0,1.0,24.0,41.0,39.0,0,0.0,0.0,0,0,0,98.0,98.0
0,27.0,1,6,106054.0,6.0,63.1,8110.0,38.0,25.0,6.0,2.0,109.0,6323.0,6.16,1,3.0,1,6,4.0,1,1,0,0,1,249.0,186.0,63.0,17.0,33.0,0.0,67.0,102.0,0,0.0,0.0,0,0,0,98.0,98.0
0,37.0,1,71,139012.0,10.0,61.9,8363.0,59.0,41.0,8.0,3.0,108.0,5363.0,3.005,1,3.0,1,71,0.0,0,0,0,0,0,139.0,76.0,63.0,0.0,35.0,0.0,76.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
0,20.0,0,43,323870.0,1.0,100.0,10673.0,0.0,0.0,0.0,1.0,100.0,37129.0,5.095,1,3.0,1,43,1.0,0,1,0,0,0,139.0,75.0,64.0,0.0,14.0,25.0,55.0,20.0,0,0.0,0.0,0,0,0,98.0,98.0
0,47.0,1,32,159617.0,9.0,85.2,9198.0,29.0,19.0,8.0,1.0,131.0,11928.0,3.805,1,2.0,1,32,1.0,0,0,0,1,0,78.0,44.0,34.0,0.0,18.0,0.0,44.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
0,39.0,0,32,159617.0,9.0,85.2,9198.0,29.0,19.0,8.0,1.0,131.0,11928.0,3.805,0,2.0,1,32,1.0,0,0,0,1,0,78.0,44.0,34.0,0.0,18.0,0.0,44.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
1,22.0,0,17,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,1,6.0,2,17,3.0,1,1,0,0,0,456.0,320.0,136.0,0.0,69.0,0.0,143.0,177.0,0,0.0,0.0,0,0,0,98.0,98.0
0,52.0,0,8,177686.0,9.0,74.8,10045.0,69.0,27.0,10.0,1.0,135.0,12899.0,1.565,1,3.0,1,8,1.0,0,0,1,0,0,110.0,61.0,49.0,0.0,23.0,0.0,61.0,0.0,0,0.0,0.0,0,0,0,98.0,98.0
0,50.0,0,15,228848.0,6.0,57.2,9893.0,15.0,40.0,18.0,2.0,96.0,11510.0,4.40499999999999,1,2.0,1,15,1.0,0,1,0,0,1,123.0,75.0,48.0,3.0,25.0,0.0,54.0,18.0,0,0.0,0.0,0,0,0,98.0,98.0
