client_id,State,district_id,age,gender,district_of_residence,district_inhabitant_count,district_cities_count,district_urban_inhabitant_ratio,district_average_salary,district_mun_inhabitant_count_499,district_mun_inhabitant_count_1999,district_mun_inhabitant_count_9999,district_mun_inhabitant_count_infinite,district_enterprenuer_per_1000,district_crimes_count,district_unemployment_rate,owns_account,account_id,tenure,f_statement_issuance,branch_location_id,branch_location,orders_count,insurance_payment,household_payment,lease_payment,loan_payment,disp_id,has_credit_card,transaction_count,withdraw_transactions,credit_transactions,credit_card_withdrawals,credit_in_cash,collections_from_other_banks,cash_withdrawals,remittance_to_other_banks,has_had_loan,max_loan_amount,max_loan_duration,loan_pay_success,loan_pay_failure,in_loan_debt,year_of_last_transaction,year_of_last_credit
231.0,0,41.0,58.0,M,Usti nad Labem,118650.0,3.0,85.6,9832.0,8.0,8.0,5.0,1.0,114.0,11916.0,3.9,True,191.0,2.0,monthly,41.0,Usti nad Labem,1.0,False,False,True,False,231.0,True,106.0,63.0,43.0,0.0,1.0,21.0,63.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
232.0,1,55.0,78.0,F,Brno - venkov,157042.0,9.0,33.9,8743.0,49.0,70.0,18.0,0.0,111.0,7553.0,2.155,True,192.0,6.0,monthly,55.0,Brno - venkov,1.0,False,True,False,False,232.0,False,349.0,210.0,139.0,0.0,1.0,71.0,143.0,67.0,False,0.0,0.0,False,False,False,98.0,98.0
233.0,0,69.0,41.0,F,Jesenik,42821.0,3.0,48.4,8173.0,4.0,13.0,5.0,1.0,124.0,1358.0,3.505,True,193.0,3.0,monthly,69.0,Jesenik,1.0,False,True,False,False,233.0,False,123.0,71.0,52.0,0.0,28.0,0.0,51.0,20.0,False,0.0,0.0,False,False,False,98.0,98.0
234.0,0,69.0,44.0,M,Jesenik,42821.0,3.0,48.4,8173.0,4.0,13.0,5.0,1.0,124.0,1358.0,3.505,False,193.0,3.0,monthly,69.0,Jesenik,1.0,False,True,False,False,234.0,False,123.0,71.0,52.0,0.0,28.0,0.0,51.0,20.0,False,0.0,0.0,False,False,False,98.0,98.0
235.0,0,44.0,56.0,F,Chrudim,105606.0,7.0,53.0,8254.0,77.0,26.0,7.0,2.0,97.0,4491.0,3.275,True,194.0,3.0,monthly,44.0,Chrudim,1.0,False,True,False,False,235.0,False,164.0,92.0,72.0,0.0,14.0,29.0,67.0,25.0,False,0.0,0.0,False,False,False,98.0,98.0
236.0,0,70.0,38.0,M,Karvina,285387.0,7.0,89.9,10177.0,0.0,2.0,8.0,5.0,81.0,19986.0,7.18999999999999,True,195.0,2.0,monthly,70.0,Karvina,1.0,False,True,False,False,236.0,True,114.0,68.0,46.0,4.0,24.0,0.0,47.0,17.0,False,0.0,0.0,False,False,False,98.0,98.0
237.0,0,70.0,30.0,F,Karvina,285387.0,7.0,89.9,10177.0,0.0,2.0,8.0,5.0,81.0,19986.0,7.18999999999999,False,195.0,2.0,monthly,70.0,Karvina,1.0,False,True,False,False,237.0,False,114.0,68.0,46.0,4.0,24.0,0.0,47.0,17.0,False,0.0,0.0,False,False,False,98.0,98.0
238.0,1,6.0,38.0,F,Kutna Hora,77963.0,4.0,51.5,8546.0,60.0,23.0,4.0,2.0,126.0,5760.0,3.485,True,196.0,6.0,monthly,4.0,Kladno,4.0,True,True,False,False,238.0,True,504.0,367.0,137.0,32.0,76.0,0.0,109.0,226.0,False,0.0,0.0,False,False,False,98.0,98.0
239.0,0,1.0,25.0,F,Hl.m. Praha,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,True,197.0,6.0,monthly,1.0,Hl.m. Praha,1.0,False,True,False,False,239.0,False,374.0,230.0,144.0,0.0,74.0,0.0,164.0,66.0,False,0.0,0.0,False,False,False,98.0,98.0
240.0,0,34.0,70.0,F,Chomutov,125236.0,5.0,87.7,9675.0,28.0,11.0,1.0,4.0,100.0,10513.0,7.055,True,198.0,6.0,monthly,70.0,Karvina,2.0,False,True,False,False,240.0,False,329.0,208.0,121.0,0.0,1.0,62.0,94.0,114.0,False,0.0,0.0,False,False,False,98.0,98.0
241.0,0,70.0,40.0,M,Karvina,285387.0,7.0,89.9,10177.0,0.0,2.0,8.0,5.0,81.0,19986.0,7.18999999999999,True,199.0,3.0,monthly,70.0,Karvina,1.0,False,True,False,False,241.0,False,105.0,56.0,49.0,0.0,1.0,26.0,34.0,22.0,False,0.0,0.0,False,False,False,98.0,98.0
242.0,1,17.0,38.0,F,Pelhrimov,74062.0,7.0,61.4,8114.0,99.0,15.0,4.0,2.0,119.0,2184.0,2.5,True,200.0,5.0,monthly,17.0,Pelhrimov,0.0,False,False,False,False,242.0,True,243.0,129.0,114.0,20.0,60.0,0.0,109.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
243.0,0,63.0,45.0,M,Vyskov,86513.0,5.0,50.5,8288.0,38.0,36.0,5.0,1.0,110.0,3022.0,4.15499999999999,True,201.0,5.0,monthly,63.0,Vyskov,1.0,False,True,False,False,243.0,False,289.0,185.0,104.0,0.0,54.0,0.0,139.0,46.0,False,0.0,0.0,False,False,False,98.0,98.0
246.0,0,67.0,29.0,F,Bruntal,106054.0,6.0,63.1,8110.0,38.0,25.0,6.0,2.0,109.0,6323.0,6.16,True,204.0,3.0,monthly,67.0,Bruntal,1.0,False,True,False,False,246.0,False,159.0,92.0,67.0,0.0,1.0,35.0,61.0,31.0,False,0.0,0.0,False,False,False,98.0,98.0
247.0,0,1.0,42.0,M,Hl.m. Praha,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,True,205.0,2.0,monthly,1.0,Hl.m. Praha,1.0,False,True,False,False,247.0,False,71.0,34.0,37.0,0.0,22.0,0.0,24.0,10.0,False,0.0,0.0,False,False,False,98.0,98.0
248.0,0,61.0,30.0,F,Trebic,117897.0,6.0,53.8,8814.0,139.0,28.0,5.0,1.0,107.0,4171.0,5.25,True,206.0,4.0,monthly,61.0,Trebic,1.0,False,True,False,False,248.0,False,256.0,137.0,119.0,0.0,74.0,0.0,97.0,40.0,False,0.0,0.0,False,False,False,98.0,98.0
249.0,1,61.0,29.0,M,Trebic,117897.0,6.0,53.8,8814.0,139.0,28.0,5.0,1.0,107.0,4171.0,5.25,False,206.0,4.0,monthly,61.0,Trebic,1.0,False,True,False,False,249.0,False,256.0,137.0,119.0,0.0,74.0,0.0,97.0,40.0,False,0.0,0.0,False,False,False,98.0,98.0
250.0,0,8.0,20.0,F,Mlada Boleslav,112065.0,8.0,69.4,11277.0,95.0,19.0,7.0,1.0,127.0,10166.0,1.345,True,207.0,6.0,monthly,2.0,Benesov,3.0,True,True,False,False,250.0,False,481.0,326.0,155.0,0.0,90.0,0.0,145.0,181.0,False,0.0,0.0,False,False,False,98.0,98.0
251.0,0,54.0,23.0,F,Brno - mesto,387570.0,1.0,100.0,9897.0,0.0,0.0,0.0,1.0,140.0,37417.0,1.78,True,208.0,3.0,monthly,54.0,Brno - mesto,4.0,True,True,False,False,251.0,False,274.0,203.0,71.0,0.0,38.0,0.0,88.0,115.0,False,0.0,0.0,False,False,False,98.0,98.0
252.0,0,37.0,30.0,F,Litomerice,114006.0,9.0,62.3,9065.0,71.0,26.0,6.0,2.0,123.0,8313.0,4.925,True,209.0,3.0,monthly,37.0,Litomerice,3.0,True,True,False,False,252.0,False,175.0,110.0,65.0,0.0,15.0,25.0,49.0,61.0,False,0.0,0.0,False,False,False,98.0,98.0
253.0,0,48.0,52.0,F,Rychnov nad Kneznou,78955.0,9.0,59.0,9060.0,50.0,24.0,8.0,1.0,124.0,3372.0,2.11,True,210.0,3.0,monthly,48.0,Rychnov nad Kneznou,1.0,False,True,False,False,253.0,False,186.0,117.0,69.0,0.0,36.0,0.0,89.0,28.0,False,0.0,0.0,False,False,False,98.0,98.0
254.0,0,28.0,36.0,M,Plzen - sever,72541.0,8.0,36.9,8594.0,66.0,26.0,10.0,0.0,112.0,3105.0,1.815,True,211.0,2.0,monthly,28.0,Plzen - sever,1.0,False,False,True,False,254.0,True,86.0,40.0,46.0,0.0,30.0,0.0,40.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
255.0,1,27.0,48.0,F,Plzen - jih,67298.0,7.0,43.8,8561.0,71.0,19.0,10.0,0.0,110.0,2156.0,0.97,True,212.0,6.0,weekly,27.0,Plzen - jih,1.0,False,True,False,False,255.0,True,432.0,286.0,146.0,3.0,4.0,71.0,217.0,66.0,False,0.0,0.0,False,False,False,98.0,98.0
256.0,1,73.0,36.0,F,Opava,182027.0,7.0,56.4,8746.0,17.0,49.0,12.0,2.0,90.0,8788.0,3.535,True,213.0,4.0,monthly,73.0,Opava,1.0,False,True,False,False,256.0,True,235.0,154.0,81.0,13.0,41.0,0.0,105.0,36.0,False,0.0,0.0,False,False,False,98.0,98.0
257.0,0,22.0,57.0,F,Domazlice,58400.0,6.0,52.4,8620.0,65.0,16.0,4.0,1.0,100.0,2206.0,1.175,True,214.0,2.0,monthly,22.0,Domazlice,1.0,False,True,False,False,257.0,False,90.0,51.0,39.0,0.0,1.0,21.0,34.0,17.0,False,0.0,0.0,False,False,False,98.0,98.0
258.0,0,22.0,62.0,M,Domazlice,58400.0,6.0,52.4,8620.0,65.0,16.0,4.0,1.0,100.0,2206.0,1.175,False,214.0,2.0,monthly,22.0,Domazlice,1.0,False,True,False,False,258.0,False,90.0,51.0,39.0,0.0,1.0,21.0,34.0,17.0,False,0.0,0.0,False,False,False,98.0,98.0
259.0,0,31.0,33.0,M,Tachov,51313.0,4.0,59.2,8930.0,34.0,12.0,3.0,1.0,108.0,2780.0,3.86,True,215.0,2.0,monthly,31.0,Tachov,1.0,False,True,False,False,259.0,False,46.0,23.0,23.0,0.0,1.0,13.0,14.0,9.0,False,0.0,0.0,False,False,False,98.0,98.0
260.0,0,31.0,37.0,F,Tachov,51313.0,4.0,59.2,8930.0,34.0,12.0,3.0,1.0,108.0,2780.0,3.86,False,215.0,2.0,monthly,31.0,Tachov,1.0,False,True,False,False,260.0,False,46.0,23.0,23.0,0.0,1.0,13.0,14.0,9.0,False,0.0,0.0,False,False,False,98.0,98.0
261.0,0,38.0,62.0,F,Louny,85852.0,4.0,59.8,8965.0,41.0,23.0,4.0,2.0,104.0,5475.0,7.655,True,216.0,5.0,monthly,38.0,Louny,2.0,False,True,False,False,261.0,False,343.0,235.0,108.0,0.0,1.0,55.0,134.0,101.0,False,0.0,0.0,False,False,False,98.0,98.0
262.0,0,77.0,54.0,M,Vsetin,148545.0,4.0,53.5,8909.0,8.0,35.0,12.0,3.0,113.0,7050.0,4.785,True,217.0,4.0,monthly,77.0,Vsetin,2.0,False,True,True,False,262.0,False,245.0,148.0,97.0,0.0,50.0,0.0,106.0,42.0,False,0.0,0.0,False,False,False,98.0,98.0
263.0,0,68.0,37.0,M,Frydek - Mistek,228848.0,6.0,57.2,9893.0,15.0,40.0,18.0,2.0,96.0,11510.0,4.40499999999999,True,218.0,3.0,monthly,68.0,Frydek - Mistek,1.0,False,False,True,False,263.0,False,224.0,120.0,104.0,0.0,70.0,0.0,120.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
264.0,0,28.0,21.0,M,Plzen - sever,72541.0,8.0,36.9,8594.0,66.0,26.0,10.0,0.0,112.0,3105.0,1.815,True,219.0,4.0,monthly,28.0,Plzen - sever,2.0,False,True,False,False,264.0,True,255.0,175.0,80.0,1.0,41.0,0.0,104.0,70.0,False,0.0,0.0,False,False,False,98.0,98.0
265.0,0,72.0,66.0,F,Olomouc,226122.0,4.0,62.6,8994.0,32.0,50.0,7.0,4.0,110.0,18880.0,4.295,True,220.0,6.0,monthly,72.0,Olomouc,1.0,False,True,False,False,265.0,False,334.0,201.0,133.0,0.0,1.0,68.0,137.0,64.0,False,0.0,0.0,False,False,False,98.0,98.0
266.0,0,19.0,32.0,F,Prachatice,51428.0,4.0,52.7,8402.0,50.0,11.0,3.0,1.0,120.0,2098.0,3.55499999999999,True,221.0,3.0,monthly,19.0,Prachatice,1.0,False,True,False,False,266.0,False,139.0,85.0,54.0,0.0,28.0,0.0,63.0,22.0,False,0.0,0.0,False,False,False,98.0,98.0
267.0,0,37.0,32.0,M,Litomerice,114006.0,9.0,62.3,9065.0,71.0,26.0,6.0,2.0,123.0,8313.0,4.925,True,222.0,6.0,monthly,37.0,Litomerice,1.0,False,False,True,False,267.0,True,357.0,217.0,140.0,2.0,2.0,69.0,215.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
268.0,1,39.0,17.0,F,Most,119895.0,4.0,89.9,10446.0,17.0,4.0,3.0,2.0,90.0,9690.0,8.37,True,223.0,4.0,monthly,39.0,Most,0.0,False,False,False,False,268.0,True,126.0,62.0,64.0,21.0,23.0,0.0,41.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
269.0,0,15.0,76.0,F,Cesky Krumlov,58796.0,5.0,51.9,9045.0,22.0,16.0,7.0,1.0,124.0,3724.0,3.365,True,224.0,3.0,monthly,15.0,Cesky Krumlov,1.0,False,True,False,False,269.0,False,122.0,72.0,50.0,0.0,1.0,26.0,50.0,22.0,False,0.0,0.0,False,False,False,98.0,98.0
270.0,0,46.0,52.0,M,Nachod,112709.0,10.0,73.5,8369.0,48.0,20.0,7.0,3.0,117.0,5472.0,2.05,True,225.0,6.0,monthly,1.0,Hl.m. Praha,2.0,False,True,False,False,270.0,False,439.0,260.0,179.0,0.0,114.0,0.0,139.0,121.0,False,0.0,0.0,False,False,False,98.0,98.0
271.0,1,46.0,54.0,F,Nachod,112709.0,10.0,73.5,8369.0,48.0,20.0,7.0,3.0,117.0,5472.0,2.05,False,225.0,6.0,monthly,1.0,Hl.m. Praha,2.0,False,True,False,False,271.0,False,439.0,260.0,179.0,0.0,114.0,0.0,139.0,121.0,False,0.0,0.0,False,False,False,98.0,98.0
272.0,1,70.0,55.0,F,Karvina,285387.0,7.0,89.9,10177.0,0.0,2.0,8.0,5.0,81.0,19986.0,7.18999999999999,True,226.0,2.0,monthly,70.0,Karvina,2.0,False,True,False,True,272.0,True,129.0,74.0,55.0,6.0,33.0,0.0,44.0,24.0,True,109344.0,12.0,False,False,False,98.0,98.0
273.0,0,27.0,27.0,F,Plzen - jih,67298.0,7.0,43.8,8561.0,71.0,19.0,10.0,0.0,110.0,2156.0,0.97,True,227.0,4.0,monthly,27.0,Plzen - jih,1.0,False,True,False,False,273.0,True,257.0,166.0,91.0,0.0,1.0,45.0,126.0,40.0,False,0.0,0.0,False,False,False,98.0,98.0
274.0,0,17.0,29.0,F,Pelhrimov,74062.0,7.0,61.4,8114.0,99.0,15.0,4.0,2.0,119.0,2184.0,2.5,True,228.0,6.0,monthly,5.0,Kolin,2.0,False,True,False,False,274.0,False,406.0,277.0,129.0,0.0,66.0,0.0,160.0,117.0,False,0.0,0.0,False,False,False,98.0,98.0
275.0,0,1.0,81.0,F,Hl.m. Praha,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,True,229.0,2.0,monthly,1.0,Hl.m. Praha,1.0,False,True,False,False,275.0,False,89.0,50.0,39.0,0.0,1.0,19.0,35.0,15.0,False,0.0,0.0,False,False,False,98.0,98.0
276.0,0,1.0,42.0,M,Hl.m. Praha,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,True,230.0,3.0,monthly,1.0,Hl.m. Praha,3.0,True,True,False,False,276.0,False,251.0,181.0,70.0,0.0,36.0,0.0,91.0,90.0,False,0.0,0.0,False,False,False,98.0,98.0
277.0,0,1.0,38.0,F,Hl.m. Praha,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,False,230.0,3.0,monthly,1.0,Hl.m. Praha,3.0,True,True,False,False,277.0,False,251.0,181.0,70.0,0.0,36.0,0.0,91.0,90.0,False,0.0,0.0,False,False,False,98.0,98.0
278.0,0,22.0,27.0,F,Domazlice,58400.0,6.0,52.4,8620.0,65.0,16.0,4.0,1.0,100.0,2206.0,1.175,True,231.0,4.0,monthly,22.0,Domazlice,1.0,False,True,False,False,278.0,False,227.0,136.0,91.0,0.0,1.0,45.0,95.0,41.0,False,0.0,0.0,False,False,False,98.0,98.0
279.0,0,22.0,29.0,M,Domazlice,58400.0,6.0,52.4,8620.0,65.0,16.0,4.0,1.0,100.0,2206.0,1.175,False,231.0,4.0,monthly,22.0,Domazlice,1.0,False,True,False,False,279.0,False,227.0,136.0,91.0,0.0,1.0,45.0,95.0,41.0,False,0.0,0.0,False,False,False,98.0,98.0
280.0,0,45.0,30.0,F,Jicin,77917.0,5.0,53.5,8390.0,85.0,19.0,6.0,1.0,132.0,4202.0,2.585,True,232.0,2.0,monthly,45.0,Jicin,1.0,False,True,False,False,280.0,True,61.0,33.0,28.0,2.0,15.0,0.0,23.0,8.0,False,0.0,0.0,False,False,False,98.0,98.0
282.0,0,73.0,61.0,F,Opava,182027.0,7.0,56.4,8746.0,17.0,49.0,12.0,2.0,90.0,8788.0,3.535,True,234.0,6.0,monthly,73.0,Opava,1.0,False,True,False,False,282.0,False,320.0,193.0,127.0,0.0,1.0,65.0,133.0,60.0,False,0.0,0.0,False,False,False,98.0,98.0
283.0,0,73.0,66.0,M,Opava,182027.0,7.0,56.4,8746.0,17.0,49.0,12.0,2.0,90.0,8788.0,3.535,False,234.0,6.0,monthly,73.0,Opava,1.0,False,True,False,False,283.0,False,320.0,193.0,127.0,0.0,1.0,65.0,133.0,60.0,False,0.0,0.0,False,False,False,98.0,98.0
284.0,0,10.0,25.0,M,Praha - vychod,92084.0,5.0,46.7,10124.0,55.0,29.0,4.0,3.0,141.0,8126.0,0.55,True,235.0,6.0,monthly,41.0,Usti nad Labem,2.0,False,True,False,False,284.0,False,368.0,241.0,127.0,0.0,1.0,63.0,123.0,118.0,False,0.0,0.0,False,False,False,98.0,98.0
285.0,0,72.0,45.0,M,Olomouc,226122.0,4.0,62.6,8994.0,32.0,50.0,7.0,4.0,110.0,18880.0,4.295,True,236.0,3.0,monthly,72.0,Olomouc,0.0,False,False,False,False,285.0,False,26.0,15.0,11.0,0.0,11.0,0.0,15.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
286.0,0,72.0,47.0,F,Olomouc,226122.0,4.0,62.6,8994.0,32.0,50.0,7.0,4.0,110.0,18880.0,4.295,False,236.0,3.0,monthly,72.0,Olomouc,0.0,False,False,False,False,286.0,False,26.0,15.0,11.0,0.0,11.0,0.0,15.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
287.0,0,50.0,19.0,M,Svitavy,102609.0,6.0,52.0,8187.0,75.0,33.0,2.0,3.0,94.0,4257.0,5.14,True,237.0,5.0,monthly,50.0,Svitavy,2.0,False,True,False,False,287.0,False,314.0,203.0,111.0,0.0,1.0,57.0,99.0,104.0,False,0.0,0.0,False,False,False,98.0,98.0
288.0,0,6.0,37.0,M,Kutna Hora,77963.0,4.0,51.5,8546.0,60.0,23.0,4.0,2.0,126.0,5760.0,3.485,True,238.0,6.0,monthly,6.0,Kutna Hora,1.0,False,True,False,False,288.0,False,315.0,190.0,125.0,0.0,1.0,64.0,131.0,59.0,False,0.0,0.0,False,False,False,98.0,98.0
289.0,1,54.0,41.0,M,Brno - mesto,387570.0,1.0,100.0,9897.0,0.0,0.0,0.0,1.0,140.0,37417.0,1.78,True,239.0,6.0,weekly,69.0,Jesenik,3.0,True,True,False,False,289.0,False,569.0,385.0,184.0,0.0,114.0,0.0,191.0,194.0,False,0.0,0.0,False,False,False,98.0,98.0
290.0,0,72.0,40.0,M,Olomouc,226122.0,4.0,62.6,8994.0,32.0,50.0,7.0,4.0,110.0,18880.0,4.295,True,240.0,2.0,monthly,72.0,Olomouc,2.0,False,True,True,False,290.0,False,104.0,62.0,42.0,0.0,22.0,0.0,46.0,16.0,False,0.0,0.0,False,False,False,98.0,98.0
291.0,1,72.0,44.0,F,Olomouc,226122.0,4.0,62.6,8994.0,32.0,50.0,7.0,4.0,110.0,18880.0,4.295,False,240.0,2.0,monthly,72.0,Olomouc,2.0,False,True,True,False,291.0,False,104.0,62.0,42.0,0.0,22.0,0.0,46.0,16.0,False,0.0,0.0,False,False,False,98.0,98.0
292.0,0,15.0,41.0,F,Cesky Krumlov,58796.0,5.0,51.9,9045.0,22.0,16.0,7.0,1.0,124.0,3724.0,3.365,True,241.0,3.0,monthly,15.0,Cesky Krumlov,3.0,True,True,False,False,292.0,False,190.0,121.0,69.0,0.0,15.0,27.0,53.0,68.0,False,0.0,0.0,False,False,False,98.0,98.0
293.0,0,69.0,56.0,M,Jesenik,42821.0,3.0,48.4,8173.0,4.0,13.0,5.0,1.0,124.0,1358.0,3.505,True,242.0,3.0,monthly,69.0,Jesenik,2.0,False,True,False,False,293.0,False,178.0,120.0,58.0,0.0,30.0,0.0,73.0,47.0,False,0.0,0.0,False,False,False,98.0,98.0
294.0,0,58.0,31.0,M,Jihlava,109164.0,4.0,63.6,8757.0,98.0,16.0,6.0,1.0,96.0,4683.0,3.665,True,243.0,6.0,weekly,55.0,Brno - venkov,2.0,False,True,True,False,294.0,False,363.0,209.0,154.0,0.0,95.0,0.0,154.0,55.0,False,0.0,0.0,False,False,False,98.0,98.0
295.0,1,12.0,60.0,M,Pribram,107870.0,6.0,58.0,8754.0,84.0,29.0,6.0,1.0,137.0,7672.0,4.07,True,244.0,6.0,monthly,24.0,Karlovy Vary,3.0,True,True,False,False,295.0,True,547.0,372.0,175.0,6.0,35.0,70.0,168.0,198.0,False,0.0,0.0,False,False,False,98.0,98.0
296.0,1,65.0,25.0,M,Znojmo,114200.0,4.0,43.7,8403.0,101.0,41.0,4.0,1.0,105.0,4875.0,5.73,True,245.0,6.0,monthly,65.0,Znojmo,0.0,False,False,False,False,296.0,False,326.0,178.0,148.0,0.0,88.0,0.0,178.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
297.0,0,65.0,75.0,F,Znojmo,114200.0,4.0,43.7,8403.0,101.0,41.0,4.0,1.0,105.0,4875.0,5.73,True,246.0,2.0,monthly,65.0,Znojmo,1.0,False,True,False,False,297.0,False,46.0,23.0,23.0,0.0,1.0,12.0,16.0,7.0,False,0.0,0.0,False,False,False,98.0,98.0
298.0,0,65.0,78.0,M,Znojmo,114200.0,4.0,43.7,8403.0,101.0,41.0,4.0,1.0,105.0,4875.0,5.73,False,246.0,2.0,monthly,65.0,Znojmo,1.0,False,True,False,False,298.0,False,46.0,23.0,23.0,0.0,1.0,12.0,16.0,7.0,False,0.0,0.0,False,False,False,98.0,98.0
300.0,0,1.0,42.0,F,Hl.m. Praha,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,True,248.0,4.0,monthly,1.0,Hl.m. Praha,1.0,False,False,True,False,300.0,False,208.0,117.0,91.0,0.0,1.0,45.0,117.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
301.0,0,28.0,57.0,M,Plzen - sever,72541.0,8.0,36.9,8594.0,66.0,26.0,10.0,0.0,112.0,3105.0,1.815,True,249.0,3.0,monthly,28.0,Plzen - sever,2.0,False,True,False,False,301.0,False,155.0,103.0,52.0,0.0,27.0,0.0,61.0,42.0,False,0.0,0.0,False,False,False,98.0,98.0
302.0,0,56.0,28.0,M,Breclav,124605.0,8.0,46.0,8772.0,11.0,42.0,14.0,1.0,126.0,6012.0,4.835,True,250.0,2.0,monthly,56.0,Breclav,1.0,False,True,False,False,302.0,False,99.0,53.0,46.0,0.0,27.0,0.0,38.0,15.0,False,0.0,0.0,False,False,False,98.0,98.0
303.0,0,74.0,53.0,M,Ostrava - mesto,323870.0,1.0,100.0,10673.0,0.0,0.0,0.0,1.0,100.0,37129.0,5.095,True,251.0,3.0,monthly,74.0,Ostrava - mesto,1.0,False,True,False,False,303.0,False,186.0,112.0,74.0,0.0,41.0,0.0,83.0,29.0,False,0.0,0.0,False,False,False,98.0,98.0
304.0,0,19.0,65.0,F,Prachatice,51428.0,4.0,52.7,8402.0,50.0,11.0,3.0,1.0,120.0,2098.0,3.55499999999999,True,252.0,3.0,monthly,19.0,Prachatice,1.0,False,True,False,False,304.0,False,109.0,64.0,45.0,0.0,1.0,24.0,44.0,20.0,False,0.0,0.0,False,False,False,98.0,98.0
305.0,0,46.0,61.0,M,Nachod,112709.0,10.0,73.5,8369.0,48.0,20.0,7.0,3.0,117.0,5472.0,2.05,True,253.0,4.0,monthly,46.0,Nachod,0.0,False,False,False,False,305.0,True,177.0,102.0,75.0,12.0,38.0,0.0,90.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
308.0,0,68.0,23.0,F,Frydek - Mistek,228848.0,6.0,57.2,9893.0,15.0,40.0,18.0,2.0,96.0,11510.0,4.40499999999999,True,255.0,3.0,monthly,68.0,Frydek - Mistek,1.0,False,True,False,False,308.0,False,154.0,101.0,53.0,0.0,1.0,26.0,80.0,21.0,False,0.0,0.0,False,False,False,98.0,98.0
309.0,0,37.0,30.0,F,Litomerice,114006.0,9.0,62.3,9065.0,71.0,26.0,6.0,2.0,123.0,8313.0,4.925,True,256.0,4.0,monthly,37.0,Litomerice,0.0,False,False,False,False,309.0,True,206.0,119.0,87.0,12.0,44.0,0.0,107.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
310.0,0,11.0,49.0,M,Praha - zapad,75637.0,7.0,36.5,9622.0,35.0,36.0,9.0,0.0,154.0,7004.0,0.52,True,257.0,4.0,monthly,11.0,Praha - zapad,2.0,False,True,True,False,310.0,False,167.0,84.0,83.0,0.0,46.0,0.0,59.0,25.0,False,0.0,0.0,False,False,False,98.0,98.0
311.0,0,64.0,69.0,F,Zlin,197099.0,10.0,74.7,9624.0,29.0,41.0,10.0,2.0,145.0,8749.0,1.955,True,258.0,2.0,monthly,64.0,Zlin,1.0,False,True,False,False,311.0,False,80.0,43.0,37.0,0.0,1.0,18.0,29.0,14.0,False,0.0,0.0,False,False,False,98.0,98.0
312.0,0,2.0,75.0,M,Benesov,88884.0,5.0,46.7,8507.0,80.0,26.0,6.0,2.0,132.0,4833.0,1.76,True,259.0,6.0,monthly,2.0,Benesov,2.0,False,True,False,False,312.0,False,378.0,256.0,122.0,0.0,1.0,62.0,140.0,116.0,False,0.0,0.0,False,False,False,98.0,98.0
313.0,0,24.0,57.0,F,Karlovy Vary,122603.0,8.0,80.0,8991.0,25.0,21.0,6.0,2.0,128.0,10471.0,1.69999999999999,True,260.0,4.0,monthly,24.0,Karlovy Vary,1.0,False,True,False,False,313.0,False,215.0,123.0,92.0,0.0,54.0,0.0,89.0,34.0,False,0.0,0.0,False,False,False,98.0,98.0
314.0,0,24.0,54.0,M,Karlovy Vary,122603.0,8.0,80.0,8991.0,25.0,21.0,6.0,2.0,128.0,10471.0,1.69999999999999,False,260.0,4.0,monthly,24.0,Karlovy Vary,1.0,False,True,False,False,314.0,False,215.0,123.0,92.0,0.0,54.0,0.0,89.0,34.0,False,0.0,0.0,False,False,False,98.0,98.0
315.0,0,54.0,32.0,M,Brno - mesto,387570.0,1.0,100.0,9897.0,0.0,0.0,0.0,1.0,140.0,37417.0,1.78,True,261.0,3.0,monthly,54.0,Brno - mesto,2.0,False,True,False,False,315.0,False,144.0,87.0,57.0,0.0,3.0,27.0,42.0,45.0,False,0.0,0.0,False,False,False,98.0,98.0
316.0,0,75.0,44.0,M,Prerov,138032.0,5.0,64.6,8819.0,67.0,30.0,4.0,2.0,99.0,8568.0,5.52,True,262.0,3.0,monthly,75.0,Prerov,0.0,False,False,False,False,316.0,False,21.0,10.0,11.0,0.0,11.0,0.0,10.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
